user_id,age_group,gender
U_13794,35-44,F
U_13795,18-24,F
U_13796,35-44,F
U_13797,25-34,unknown
U_13798,18-24,F
U_13799,18-24,unknown
U_13800,25-34,F
U_13801,25-34,F
U_13802,45+,M
U_13803,35-44,unknown
U_13804,45+,F
U_13805,25-34,F
U_13806,45+,M
U_13807,25-34,M
U_13808,25-34,M
U_13809,18-24,M
U_13810,18-24,M
U_13811,35-44,F
U_13812,25-34,M
U_13813,18-24,M
U_13814,35-44,M
U_13815,25-34,F
U_13816,25-34,M
U_13817,25-34,M
U_13818,35-44,F
U_13819,35-44,F
U_13820,25-34,M
U_13821,25-34,M
U_13822,25-34,M
U_13823,35-44,unknown
U_13824,25-34,M
U_13825,18-24,F
U_13826,18-24,M
U_13827,25-34,F
U_13828,25-34,M
U_13829,35-44,M
U_13830,18-24,F
U_13831,25-34,M
U_13832,35-44,M
U_13833,35-44,F
U_13834,25-34,unknown
U_13835,25-34,M
U_13836,25-34,F
U_13837,45+,unknown
U_13838,18-24,F
U_13839,45+,F
U_13840,35-44,F
U_13841,25-34,M
U_13842,18-24,F
U_13843,25-34,M
U_13844,25-34,M
U_13845,18-24,M
U_13846,35-44,M
U_13847,45+,F
U_13848,25-34,F
U_13849,35-44,F
U_13850,18-24,M
U_13851,25-34,M
U_13852,18-24,F
U_13853,35-44,unknown
U_13854,45+,M
U_13855,35-44,M
U_13856,18-24,F
U_13857,25-34,M
U_13858,25-34,F
U_13859,25-34,F
U_13860,35-44,M
U_13861,35-44,M
U_13862,35-44,M
U_13863,25-34,M
U_13864,25-34,F
U_13865,18-24,F
U_13866,25-34,F
U_13867,25-34,F
U_13868,35-44,M
U_13869,35-44,F
U_13870,18-24,F
U_13871,25-34,F
U_13872,18-24,M
U_13873,18-24,F
U_13874,35-44,F
U_13875,18-24,M
U_13876,25-34,M
U_13877,18-24,F
U_13878,45+,M
U_13879,25-34,F
U_13880,18-24,unknown
U_13881,25-34,F
U_13882,35-44,F
U_13883,45+,F
U_13884,18-24,M
U_13885,45+,M
U_13886,45+,unknown
U_13887,45+,F
U_13888,35-44,M
U_13889,35-44,M
U_13890,25-34,F
U_13891,35-44,F
U_13892,25-34,F
U_13893,35-44,M
U_13894,25-34,unknown
U_13895,35-44,F
U_13896,35-44,F
U_13897,18-24,F
U_13898,35-44,M
U_13899,25-34,unknown
U_13900,35-44,M
U_13901,25-34,M
U_13902,25-34,F
U_13903,45+,F
U_13904,25-34,F
U_13905,35-44,F
U_13906,25-34,M
U_13907,25-34,unknown
U_13908,25-34,M
U_13909,25-34,F
U_13910,25-34,M
U_13911,18-24,F
U_13912,25-34,M
U_13913,18-24,F
U_13914,45+,F
U_13915,45+,F
U_13916,25-34,F
U_13917,35-44,F
U_13918,25-34,F
U_13919,35-44,unknown
U_13920,35-44,M
U_13921,45+,M
U_13922,25-34,M
U_13923,35-44,M
U_13924,25-34,M
U_13925,45+,F
U_13926,18-24,M
U_13927,35-44,M
U_13928,35-44,M
U_13929,35-44,F
U_13930,18-24,F
U_13931,45+,M
U_13932,18-24,F
U_13933,35-44,M
U_13934,18-24,unknown
U_13935,25-34,F
U_13936,25-34,M
U_13937,25-34,F
U_13938,18-24,F
U_13939,18-24,M
U_13940,25-34,F
U_13941,35-44,M
U_13942,45+,M
U_13943,18-24,M
U_13944,25-34,M
U_13945,18-24,M
U_13946,18-24,unknown
U_13947,35-44,M
U_13948,35-44,M
U_13949,18-24,F
U_13950,18-24,F
U_13951,18-24,unknown
U_13952,35-44,F
U_13953,45+,unknown
U_13954,18-24,F
U_13955,18-24,unknown
U_13956,45+,F
U_13957,45+,M
U_13958,25-34,M
U_13959,18-24,F
U_13960,18-24,M
U_13961,25-34,M
U_13962,25-34,F
U_13963,18-24,unknown
U_13964,25-34,M
U_13965,18-24,F
U_13966,35-44,F
U_13967,25-34,unknown
U_13968,18-24,unknown
U_13969,25-34,F
U_13970,25-34,F
U_13971,45+,M
U_13972,25-34,F
U_13973,25-34,F
U_13974,35-44,F
U_13975,25-34,F
U_13976,45+,M
U_13977,25-34,F
U_13978,25-34,M
U_13979,18-24,M
U_13980,25-34,M
U_13981,35-44,M
U_13982,35-44,F
U_13983,18-24,M
U_13984,18-24,M
U_13985,35-44,unknown
U_13986,45+,M
U_13987,18-24,M
U_13988,25-34,M
U_13989,25-34,M
U_13990,45+,M
U_13991,18-24,M
U_13992,18-24,F
U_13993,35-44,M
U_13994,18-24,M
U_13995,25-34,F
U_13996,25-34,M
U_13997,25-34,unknown
U_13998,25-34,F
U_13999,25-34,M
U_14000,18-24,F
U_14001,25-34,M
U_14002,35-44,M
U_14003,35-44,F
U_14004,18-24,F
U_14005,18-24,F
U_14006,25-34,unknown
U_14007,25-34,M
U_14008,25-34,F
U_14009,35-44,F
U_14010,18-24,unknown
U_14011,18-24,F
U_14012,25-34,unknown
U_14013,35-44,M
U_14014,18-24,F
U_14015,35-44,M
U_14016,25-34,M
U_14017,45+,unknown
U_14018,45+,M
U_14019,25-34,unknown
U_14020,18-24,M
U_14021,25-34,F
U_14022,18-24,M
U_14023,35-44,M
U_14024,35-44,M
U_14025,35-44,F
U_14026,35-44,M
U_14027,25-34,F
U_14028,18-24,M
U_14029,35-44,M
U_14030,25-34,M
U_14031,35-44,M
U_14032,25-34,F
U_14033,18-24,F
U_14034,45+,M
U_14035,18-24,F
U_14036,45+,F
U_14037,45+,M
U_14038,35-44,M
U_14039,35-44,F
U_14040,25-34,M
U_14041,45+,M
U_14042,25-34,M
U_14043,25-34,F
U_14044,35-44,M
U_14045,25-34,M
U_14046,25-34,M
U_14047,25-34,M
U_14048,25-34,M
U_14049,45+,unknown
U_14050,18-24,M
U_14051,45+,F
U_14052,35-44,M
U_14053,35-44,F
U_14054,25-34,F
U_14055,35-44,M
U_14056,18-24,F
U_14057,35-44,F
U_14058,18-24,F
U_14059,45+,M
U_14060,45+,unknown
U_14061,25-34,F
U_14062,18-24,unknown
U_14063,35-44,F
U_14064,25-34,F
U_14065,45+,F
U_14066,18-24,F
U_14067,18-24,unknown
U_14068,45+,M
U_14069,35-44,F
U_14070,35-44,M
U_14071,25-34,F
U_14072,35-44,M
U_14073,25-34,M
U_14074,35-44,unknown
U_14075,35-44,M
U_14076,25-34,F
U_14077,25-34,F
U_14078,25-34,M
U_14079,35-44,M
U_14080,18-24,F
U_14081,35-44,M
U_14082,18-24,F
U_14083,35-44,unknown
U_14084,35-44,M
U_14085,18-24,M
U_14086,18-24,F
U_14087,18-24,F
U_14088,35-44,M
U_14089,35-44,M
U_14090,18-24,F
U_14091,35-44,unknown
U_14092,25-34,M
U_14093,25-34,M
U_14094,45+,unknown
U_14095,25-34,F
U_14096,25-34,F
U_14097,18-24,F
U_14098,18-24,unknown
U_14099,25-34,F
U_14100,18-24,F
U_14101,35-44,F
U_14102,25-34,F
U_14103,25-34,M
U_14104,18-24,M
U_14105,25-34,F
U_14106,35-44,M
U_14107,45+,F
U_14108,18-24,M
U_14109,45+,F
U_14110,25-34,M
U_14111,25-34,F
U_14112,25-34,F
U_14113,18-24,M
U_14114,18-24,F
U_14115,35-44,M
U_14116,25-34,M
U_14117,45+,M
U_14118,25-34,M
U_14119,18-24,unknown
U_14120,35-44,M
U_14121,25-34,F
U_14122,25-34,M
U_14123,35-44,F
U_14124,45+,M
U_14125,35-44,F
U_14126,35-44,F
U_14127,35-44,F
U_14128,45+,M
U_14129,25-34,F
U_14130,18-24,M
U_14131,25-34,M
U_14132,18-24,M
U_14133,35-44,M
U_14134,35-44,F
U_14135,25-34,F
U_14136,18-24,M
U_14137,35-44,M
U_14138,25-34,M
U_14139,35-44,F
U_14140,25-34,F
U_14141,25-34,M
U_14142,18-24,F
U_14143,18-24,F
U_14144,35-44,F
U_14145,45+,F
U_14146,35-44,F
U_14147,18-24,F
U_14148,25-34,M
U_14149,35-44,M
U_14150,35-44,M
U_14151,18-24,F
U_14152,18-24,F
U_14153,35-44,M
U_14154,25-34,M
U_14155,25-34,F
U_14156,18-24,F
U_14157,25-34,F
U_14158,45+,F
U_14159,45+,F
U_14160,25-34,M
U_14161,25-34,M
U_14162,18-24,M
U_14163,25-34,F
U_14164,25-34,M
U_14165,35-44,F
U_14166,25-34,F
U_14167,18-24,M
U_14168,18-24,F
U_14169,25-34,M
U_14170,18-24,M
U_14171,18-24,F
U_14172,45+,M
U_14173,25-34,F
U_14174,25-34,F
U_14175,45+,unknown
U_14176,45+,F
U_14177,25-34,M
U_14178,35-44,F
U_14179,25-34,M
U_14180,25-34,M
U_14181,25-34,M
U_14182,35-44,M
U_14183,35-44,F
U_14184,25-34,M
U_14185,18-24,F
U_14186,35-44,M
U_14187,18-24,F
U_14188,25-34,unknown
U_14189,35-44,M
U_14190,35-44,F
U_14191,35-44,M
U_14192,45+,M
U_14193,25-34,F
U_14194,35-44,F
U_14195,35-44,M
U_14196,18-24,M
U_14197,18-24,M
U_14198,25-34,F
U_14199,25-34,F
U_14200,35-44,F
U_14201,35-44,F
U_14202,18-24,F
U_14203,18-24,F
U_14204,45+,F
U_14205,18-24,F
U_14206,25-34,F
U_14207,25-34,F
U_14208,25-34,F
U_14209,18-24,unknown
U_14210,18-24,M
U_14211,18-24,M
U_14212,25-34,unknown
U_14213,25-34,M
U_14214,18-24,F
U_14215,35-44,M
U_14216,35-44,M
U_14217,18-24,M
U_14218,25-34,M
U_14219,35-44,M
U_14220,25-34,F
U_14221,25-34,F
U_14222,35-44,unknown
U_14223,45+,M
U_14224,35-44,F
U_14225,25-34,F
U_14226,35-44,F
U_14227,25-34,F
U_14228,35-44,M
U_14229,25-34,M
U_14230,18-24,M
U_14231,35-44,M
U_14232,25-34,F
U_14233,25-34,M
U_14234,45+,F
U_14235,18-24,unknown
U_14236,25-34,unknown
U_14237,18-24,unknown
U_14238,35-44,M
U_14239,35-44,F
U_14240,25-34,M
U_14241,35-44,F
U_14242,25-34,F
U_14243,35-44,F
U_14244,25-34,M
U_14245,25-34,F
U_14246,45+,M
U_14247,25-34,M
U_14248,18-24,F
U_14249,25-34,M
U_14250,45+,unknown
U_14251,25-34,M
U_14252,18-24,F
U_14253,25-34,F
U_14254,25-34,F
U_14255,18-24,F
U_14256,35-44,unknown
U_14257,45+,M
U_14258,25-34,unknown
U_14259,25-34,M
U_14260,25-34,M
U_14261,18-24,M
U_14262,45+,F
U_14263,25-34,F
U_14264,25-34,F
U_14265,35-44,F
U_14266,25-34,M
U_14267,35-44,unknown
U_14268,18-24,M
U_14269,35-44,F
U_14270,45+,M
U_14271,35-44,F
U_14272,45+,M
U_14273,18-24,M
U_14274,25-34,M
U_14275,35-44,M
U_14276,25-34,M
U_14277,25-34,M
U_14278,25-34,F
U_14279,18-24,F
U_14280,25-34,F
U_14281,18-24,F
U_14282,35-44,F
U_14283,18-24,F
U_14284,18-24,F
U_14285,25-34,M
U_14286,25-34,F
U_14287,45+,M
U_14288,25-34,F
U_14289,25-34,F
U_14290,35-44,M
U_14291,25-34,F
U_14292,18-24,M
U_14293,25-34,M
U_14294,45+,M
U_14295,25-34,F
U_14296,25-34,F
U_14297,18-24,F
U_14298,18-24,M
U_14299,25-34,F
U_14300,25-34,F
U_14301,18-24,M
U_14302,45+,F
U_14303,35-44,M
U_14304,25-34,M
U_14305,35-44,F
U_14306,18-24,F
U_14307,25-34,M
U_14308,35-44,M
U_14309,35-44,M
U_14310,35-44,M
U_14311,25-34,M
U_14312,45+,M
U_14313,18-24,F
U_14314,45+,M
U_14315,45+,F
U_14316,18-24,F
U_14317,35-44,M
U_14318,18-24,M
U_14319,25-34,F
U_14320,25-34,M
U_14321,25-34,M
U_14322,45+,M
U_14323,35-44,F
U_14324,25-34,F
U_14325,35-44,unknown
U_14326,45+,F
U_14327,18-24,M
U_14328,45+,M
U_14329,18-24,M
U_14330,35-44,M
U_14331,25-34,M
U_14332,18-24,M
U_14333,25-34,M
U_14334,35-44,M
U_14335,25-34,M
U_14336,18-24,unknown
U_14337,25-34,F
U_14338,45+,unknown
U_14339,25-34,M
U_14340,18-24,F
U_14341,25-34,M
U_14342,18-24,M
U_14343,35-44,M
U_14344,35-44,unknown
U_14345,25-34,unknown
U_14346,25-34,M
U_14347,35-44,M
U_14348,25-34,M
U_14349,35-44,M
U_14350,35-44,M
U_14351,35-44,M
U_14352,25-34,F
U_14353,25-34,M
U_14354,45+,M
U_14355,25-34,M
U_14356,35-44,M
U_14357,18-24,unknown
U_14358,35-44,M
U_14359,25-34,F
U_14360,18-24,F
U_14361,18-24,unknown
U_14362,35-44,F
U_14363,35-44,F
U_14364,25-34,F
U_14365,18-24,M
U_14366,35-44,F
U_14367,18-24,unknown
U_14368,25-34,F
U_14369,18-24,unknown
U_14370,18-24,F
U_14371,18-24,F
U_14372,25-34,F
U_14373,18-24,F
U_14374,25-34,F
U_14375,25-34,unknown
U_14376,25-34,F
U_14377,25-34,F
U_14378,35-44,F
U_14379,18-24,M
U_14380,25-34,M
U_14381,18-24,unknown
U_14382,18-24,F
U_14383,25-34,M
U_14384,25-34,M
U_14385,45+,F
U_14386,25-34,F
U_14387,45+,F
U_14388,18-24,F
U_14389,18-24,M
U_14390,18-24,M
U_14391,18-24,M
U_14392,25-34,F
U_14393,35-44,M
U_14394,18-24,F
U_14395,45+,F
U_14396,35-44,F
U_14397,25-34,unknown
U_14398,18-24,M
U_14399,18-24,F
U_14400,18-24,M
U_14401,18-24,M
U_14402,25-34,M
U_14403,18-24,M
U_14404,25-34,F
U_14405,45+,F
U_14406,35-44,M
U_14407,45+,M
U_14408,18-24,F
U_14409,25-34,F
U_14410,25-34,M
U_14411,18-24,F
U_14412,18-24,F
U_14413,35-44,F
U_14414,35-44,M
U_14415,25-34,F
U_14416,25-34,F
U_14417,25-34,F
U_14418,18-24,F
U_14419,25-34,unknown
U_14420,18-24,M
U_14421,18-24,unknown
U_14422,45+,F
U_14423,25-34,F
U_14424,35-44,M
U_14425,25-34,M
U_14426,25-34,F
U_14427,18-24,F
U_14428,18-24,M
U_14429,18-24,F
U_14430,35-44,M
U_14431,35-44,unknown
U_14432,25-34,F
U_14433,25-34,M
U_14434,45+,F
U_14435,18-24,unknown
U_14436,25-34,M
U_14437,25-34,F
U_14438,35-44,M
U_14439,45+,F
U_14440,18-24,M
U_14441,45+,M
U_14442,35-44,M
U_14443,18-24,M
U_14444,25-34,F
U_14445,25-34,M
U_14446,45+,M
U_14447,18-24,F
U_14448,35-44,F
U_14449,25-34,F
U_14450,35-44,unknown
U_14451,25-34,F
U_14452,25-34,M
U_14453,35-44,F
U_14454,35-44,unknown
U_14455,45+,M
U_14456,18-24,M
U_14457,35-44,M
U_14458,18-24,M
U_14459,25-34,F
U_14460,25-34,F
U_14461,25-34,unknown
U_14462,25-34,F
U_14463,45+,M
U_14464,18-24,M
U_14465,35-44,unknown
U_14466,25-34,M
U_14467,18-24,M
U_14468,18-24,unknown
U_14469,45+,F
U_14470,45+,M
U_14471,45+,F
U_14472,45+,unknown
U_14473,18-24,M
U_14474,25-34,F
U_14475,35-44,M
U_14476,25-34,F
U_14477,25-34,unknown
U_14478,25-34,unknown
U_14479,25-34,M
U_14480,25-34,M
U_14481,18-24,M
U_14482,25-34,F
U_14483,25-34,M
U_14484,25-34,M
U_14485,18-24,M
U_14486,35-44,M
U_14487,18-24,M
U_14488,25-34,F
U_14489,35-44,M
U_14490,25-34,M
U_14491,25-34,F
U_14492,35-44,F
U_14493,25-34,M
U_14494,35-44,M
U_14495,35-44,F
U_14496,35-44,M
U_14497,25-34,F
U_14498,18-24,M
U_14499,25-34,M
U_14500,25-34,F
U_14501,25-34,F
U_14502,25-34,unknown
U_14503,25-34,M
U_14504,18-24,F
U_14505,25-34,M
U_14506,25-34,F
U_14507,35-44,F
U_14508,18-24,M
U_14509,25-34,unknown
U_14510,45+,F
U_14511,18-24,unknown
U_14512,25-34,F
U_14513,18-24,M
U_14514,35-44,M
U_14515,25-34,M
U_14516,25-34,M
U_14517,25-34,F
U_14518,45+,F
U_14519,18-24,unknown
U_14520,18-24,M
U_14521,45+,F
U_14522,25-34,unknown
U_14523,45+,F
U_14524,25-34,M
U_14525,35-44,F
U_14526,25-34,M
U_14527,35-44,M
U_14528,45+,M
U_14529,25-34,F
U_14530,18-24,F
U_14531,25-34,F
U_14532,18-24,unknown
U_14533,18-24,M
U_14534,25-34,F
U_14535,25-34,F
U_14536,25-34,M
U_14537,25-34,F
U_14538,35-44,M
U_14539,18-24,F
U_14540,18-24,M
U_14541,18-24,M
U_14542,25-34,F
U_14543,18-24,M
U_14544,25-34,M
U_14545,25-34,M
U_14546,35-44,M
U_14547,18-24,F
U_14548,35-44,F
U_14549,35-44,F
U_14550,35-44,F
U_14551,45+,M
U_14552,18-24,M
U_14553,18-24,F
U_14554,45+,F
U_14555,25-34,M
U_14556,25-34,M
U_14557,35-44,F
U_14558,35-44,F
U_14559,45+,F
U_14560,45+,M
U_14561,35-44,F
U_14562,25-34,M
U_14563,45+,F
U_14564,18-24,F
U_14565,18-24,F
U_14566,45+,M
U_14567,25-34,unknown
U_14568,18-24,F
U_14569,18-24,F
U_14570,45+,M
U_14571,25-34,M
U_14572,35-44,unknown
U_14573,18-24,F
U_14574,35-44,F
U_14575,35-44,M
U_14576,25-34,M
U_14577,25-34,unknown
U_14578,18-24,F
U_14579,45+,M
U_14580,35-44,M
U_14581,45+,F
U_14582,25-34,M
U_14583,35-44,F
U_14584,35-44,M
U_14585,35-44,F
U_14586,45+,M
U_14587,25-34,unknown
U_14588,18-24,M
U_14589,35-44,F
U_14590,35-44,M
U_14591,25-34,F
U_14592,18-24,unknown
U_14593,25-34,F
U_14594,25-34,F
U_14595,25-34,F
U_14596,35-44,F
U_14597,35-44,unknown
U_14598,18-24,unknown
U_14599,25-34,M
U_14600,25-34,unknown
U_14601,18-24,M
U_14602,35-44,M
U_14603,45+,M
U_14604,25-34,M
U_14605,35-44,F
U_14606,45+,F
U_14607,35-44,F
U_14608,18-24,F
U_14609,45+,F
U_14610,25-34,F
U_14611,25-34,M
U_14612,18-24,F
U_14613,25-34,F
U_14614,18-24,F
U_14615,18-24,F
U_14616,25-34,F
U_14617,35-44,M
U_14618,45+,M
U_14619,25-34,F
U_14620,45+,F
U_14621,45+,F
U_14622,35-44,M
U_14623,18-24,M
U_14624,35-44,F
U_14625,45+,F
U_14626,35-44,F
U_14627,25-34,M
U_14628,25-34,M
U_14629,35-44,F
U_14630,25-34,M
U_14631,18-24,F
U_14632,25-34,F
U_14633,35-44,M
U_14634,45+,F
U_14635,18-24,F
U_14636,45+,M
U_14637,25-34,M
U_14638,35-44,M
U_14639,35-44,F
U_14640,35-44,F
U_14641,45+,F
U_14642,25-34,F
U_14643,45+,F
U_14644,18-24,F
U_14645,35-44,F
U_14646,35-44,M
U_14647,35-44,F
U_14648,25-34,F
U_14649,45+,F
U_14650,18-24,F
U_14651,18-24,M
U_14652,35-44,F
U_14653,25-34,M
U_14654,35-44,F
U_14655,25-34,F
U_14656,18-24,F
U_14657,35-44,F
U_14658,25-34,F
U_14659,18-24,M
U_14660,35-44,unknown
U_14661,25-34,F
U_14662,35-44,F
U_14663,25-34,M
U_14664,35-44,F
U_14665,35-44,M
U_14666,35-44,F
U_14667,18-24,M
U_14668,35-44,F
U_14669,35-44,F
U_14670,35-44,M
U_14671,25-34,F
U_14672,45+,F
U_14673,35-44,M
U_14674,18-24,F
U_14675,25-34,M
U_14676,45+,M
U_14677,18-24,M
U_14678,45+,F
U_14679,35-44,M
U_14680,35-44,F
U_14681,25-34,F
U_14682,18-24,M
U_14683,45+,F
U_14684,25-34,M
U_14685,35-44,F
U_14686,25-34,M
U_14687,18-24,M
U_14688,18-24,F
U_14689,25-34,unknown
U_14690,45+,M
U_14691,25-34,F
U_14692,25-34,M
U_14693,25-34,F
U_14694,25-34,F
U_14695,25-34,M
U_14696,45+,M
U_14697,25-34,M
U_14698,25-34,M
U_14699,18-24,M
U_14700,45+,F
U_14701,18-24,unknown
U_14702,18-24,M
U_14703,35-44,F
U_14704,25-34,F
U_14705,25-34,unknown
U_14706,25-34,F
U_14707,35-44,F
U_14708,18-24,F
U_14709,35-44,M
U_14710,35-44,M
U_14711,25-34,M
U_14712,25-34,M
U_14713,25-34,F
U_14714,35-44,M
U_14715,25-34,F
U_14716,25-34,M
U_14717,25-34,unknown
U_14718,45+,F
U_14719,25-34,M
U_14720,45+,M
U_14721,25-34,F
U_14722,18-24,M
U_14723,18-24,M
U_14724,25-34,M
U_14725,18-24,unknown
U_14726,18-24,F
U_14727,45+,F
U_14728,35-44,F
U_14729,35-44,unknown
U_14730,18-24,unknown
U_14731,18-24,unknown
U_14732,18-24,M
U_14733,35-44,M
U_14734,45+,F
U_14735,25-34,F
U_14736,18-24,M
U_14737,25-34,M
U_14738,25-34,F
U_14739,25-34,F
U_14740,35-44,M
U_14741,35-44,F
U_14742,18-24,F
U_14743,18-24,F
U_14744,45+,M
U_14745,18-24,M
U_14746,18-24,M
U_14747,18-24,F
U_14748,18-24,F
U_14749,25-34,M
U_14750,35-44,unknown
U_14751,25-34,M
U_14752,25-34,M
U_14753,35-44,F
U_14754,25-34,F
U_14755,45+,M
U_14756,45+,F
U_14757,18-24,F
U_14758,35-44,F
U_14759,25-34,F
U_14760,45+,M
U_14761,25-34,F
U_14762,45+,F
U_14763,35-44,M
U_14764,18-24,M
U_14765,25-34,unknown
U_14766,45+,M
U_14767,45+,F
U_14768,18-24,unknown
U_14769,35-44,M
U_14770,25-34,M
U_14771,18-24,F
U_14772,25-34,F
U_14773,18-24,F
U_14774,35-44,F
U_14775,25-34,F
U_14776,35-44,F
U_14777,18-24,M
U_14778,25-34,M
U_14779,18-24,F
U_14780,18-24,F
U_14781,18-24,F
U_14782,18-24,unknown
U_14783,25-34,F
U_14784,25-34,F
U_14785,25-34,M
U_14786,25-34,F
U_14787,45+,F
U_14788,45+,F
U_14789,25-34,M
U_14790,25-34,unknown
U_14791,18-24,F
U_14792,45+,M
U_14793,18-24,F
U_14794,25-34,F
U_14795,25-34,M
U_14796,25-34,F
U_14797,18-24,M
U_14798,35-44,M
U_14799,18-24,M
U_14800,35-44,F
U_14801,18-24,unknown
U_14802,18-24,F
U_14803,45+,unknown
U_14804,18-24,M
U_14805,35-44,M
U_14806,25-34,F
U_14807,18-24,M
U_14808,45+,F
U_14809,18-24,F
U_14810,45+,unknown
U_14811,18-24,M
U_14812,45+,F
U_14813,18-24,F
U_14814,25-34,M
U_14815,35-44,F
U_14816,45+,M
U_14817,45+,M
U_14818,35-44,M
U_14819,45+,M
U_14820,18-24,F
U_14821,25-34,M
U_14822,25-34,M
U_14823,25-34,M
U_14824,25-34,M
U_14825,25-34,M
U_14826,18-24,M
U_14827,35-44,F
U_14828,18-24,F
U_14829,25-34,F
U_14830,25-34,F
U_14831,35-44,F
U_14832,35-44,F
U_14833,35-44,F
U_14834,18-24,M
U_14835,25-34,F
U_14836,18-24,M
U_14837,25-34,M
U_14838,25-34,F
U_14839,18-24,M
U_14840,25-34,M
U_14841,45+,M
U_14842,45+,M
U_14843,25-34,M
U_14844,18-24,F
U_14845,18-24,F
U_14846,25-34,F
U_14847,45+,M
U_14848,18-24,unknown
U_14849,35-44,F
U_14850,18-24,M
U_14851,45+,F
U_14852,25-34,F
U_14853,35-44,F
U_14854,25-34,M
U_14855,35-44,F
U_14856,18-24,F
U_14857,18-24,F
U_14858,45+,F
U_14859,45+,F
U_14860,45+,F
U_14861,35-44,M
U_14862,35-44,F
U_14863,18-24,M
U_14864,25-34,F
U_14865,25-34,F
U_14866,35-44,M
U_14867,25-34,F
U_14868,18-24,M
U_14869,25-34,M
U_14870,35-44,M
U_14871,25-34,M
U_14872,18-24,M
U_14873,18-24,M
U_14874,18-24,F
U_14875,25-34,F
U_14876,35-44,F
U_14877,35-44,M
U_14878,35-44,unknown
U_14879,25-34,F
U_14880,35-44,M
U_14881,18-24,F
U_14882,25-34,M
U_14883,35-44,F
U_14884,18-24,F
U_14885,18-24,M
U_14886,45+,F
U_14887,25-34,M
U_14888,35-44,M
U_14889,18-24,unknown
U_14890,35-44,unknown
U_14891,25-34,F
U_14892,18-24,F
U_14893,35-44,M
U_14894,18-24,F
U_14895,25-34,M
U_14896,18-24,M
U_14897,18-24,F
U_14898,25-34,M
U_14899,18-24,M
U_14900,45+,M
U_14901,18-24,M
U_14902,25-34,M
U_14903,18-24,M
U_14904,25-34,M
U_14905,45+,F
U_14906,18-24,F
U_14907,45+,F
U_14908,18-24,F
U_14909,35-44,M
U_14910,25-34,M
U_14911,45+,M
U_14912,25-34,F
U_14913,25-34,F
U_14914,18-24,F
U_14915,18-24,M
U_14916,45+,M
U_14917,25-34,F
U_14918,25-34,M
U_14919,35-44,F
U_14920,25-34,F
U_14921,45+,F
U_14922,35-44,unknown
U_14923,25-34,unknown
U_14924,45+,F
U_14925,18-24,F
U_14926,25-34,M
U_14927,25-34,unknown
U_14928,18-24,F
U_14929,35-44,M
U_14930,45+,M
U_14931,25-34,M
U_14932,25-34,F
U_14933,45+,F
U_14934,25-34,M
U_14935,25-34,M
U_14936,25-34,unknown
U_14937,45+,F
U_14938,25-34,F
U_14939,35-44,M
U_14940,35-44,F
U_14941,25-34,F
U_14942,25-34,M
U_14943,35-44,M
U_14944,25-34,M
U_14945,35-44,M
U_14946,45+,unknown
U_14947,35-44,M
U_14948,35-44,M
U_14949,35-44,F
U_14950,35-44,M
U_14951,25-34,F
U_14952,18-24,M
U_14953,25-34,F
U_14954,35-44,M
U_14955,25-34,F
U_14956,35-44,F
U_14957,25-34,F
U_14958,35-44,F
U_14959,18-24,F
U_14960,35-44,M
U_14961,25-34,F
U_14962,18-24,F
U_14963,25-34,F
U_14964,35-44,M
U_14965,25-34,M
U_14966,18-24,F
U_14967,45+,M
U_14968,35-44,M
U_14969,45+,M
U_14970,25-34,F
U_14971,25-34,unknown
U_14972,45+,F
U_14973,25-34,M
U_14974,35-44,M
U_14975,25-34,M
U_14976,25-34,F
U_14977,18-24,F
U_14978,18-24,M
U_14979,18-24,F
U_14980,18-24,F
U_14981,45+,M
U_14982,18-24,M
U_14983,35-44,unknown
U_14984,35-44,M
U_14985,25-34,F
U_14986,18-24,F
U_14987,35-44,F
U_14988,35-44,F
U_14989,35-44,F
U_14990,35-44,F
U_14991,45+,unknown
U_14992,25-34,F
U_14993,25-34,M
U_14994,35-44,M
U_14995,18-24,F
U_14996,45+,F
U_14997,18-24,M
U_14998,25-34,M
U_14999,35-44,F
U_15000,25-34,M
U_15001,25-34,F
U_15002,25-34,F
U_15003,45+,F
U_15004,25-34,M
U_15005,45+,M
U_15006,18-24,M
U_15007,35-44,M
U_15008,35-44,F
U_15009,18-24,F
U_15010,25-34,M
U_15011,18-24,M
U_15012,35-44,M
U_15013,25-34,unknown
U_15014,35-44,F
U_15015,18-24,F
U_15016,18-24,F
U_15017,18-24,F
U_15018,25-34,F
U_15019,25-34,M
U_15020,45+,F
U_15021,35-44,M
U_15022,25-34,F
U_15023,45+,M
U_15024,35-44,F
U_15025,45+,M
U_15026,25-34,F
U_15027,25-34,M
U_15028,18-24,F
U_15029,35-44,F
U_15030,18-24,M
U_15031,25-34,F
U_15032,25-34,unknown
U_15033,25-34,M
U_15034,35-44,unknown
U_15035,18-24,F
U_15036,25-34,F
U_15037,35-44,M
U_15038,45+,F
U_15039,35-44,F
U_15040,45+,M
U_15041,35-44,F
U_15042,25-34,M
U_15043,18-24,M
U_15044,35-44,F
U_15045,35-44,F
U_15046,35-44,F
U_15047,25-34,M
U_15048,25-34,M
U_15049,25-34,M
U_15050,25-34,F
U_15051,18-24,F
U_15052,35-44,F
U_15053,18-24,M
U_15054,18-24,F
U_15055,25-34,F
U_15056,35-44,F
U_15057,25-34,M
U_15058,25-34,F
